-2.4797871566282367e-01,-5.2694194755965162e-01,2.1808564875387834e-02,-1.4160886580760805e+00,-1.0983880647650739e+00,6.8652813159935300e-01,-8.9360681616767823e-01,-6.2074792303377890e-01,6.4946110898771536e-01,8.2512243605619207e-01,-1.2634593971162289e+00,6.3453024872310571e-01,1.9994639479240191e-02,-4.2803008647987351e-01,7.3945454314937453e-01,6.3398248102967492e-01,-1.0552123086730285e+00,-1.4071884701492590e-01,4.3930240037232710e-01,-6.0307093519525556e-01,8.9165366149893233e-01,1.1164777843620031e+00,-1.7618867477591643e-01,8.6830405676673772e-01
-5.7331376003576129e-02,9.0018441313352460e-02,4.6773091190276062e-02,1.1564730615654022e-01,3.5381469074116656e-02,2.0711638112057357e-01,6.2704259487796760e-02,6.4805905368101907e-02,1.3739951142869397e-01,2.9837681425806722e-01,-7.0266483730807433e-02,2.1834367753139627e-03,1.9067664789435244e-02,2.4966798105014024e-01,-6.1200397976817950e-02,-1.2605307757077097e-01,2.9538703102663388e-01,9.2809326843075232e-02,2.3332210153382729e-01,2.8013299587533225e-01,1.5890693798761363e-01,2.1891609003105045e-01,-1.3076070079860946e-02,-2.9570076178564761e-02
2.0789267235946593e-01,1.4566915597566960e-01,2.2405892040225636e-01,2.6133744868140302e-01,2.8265321943035970e-01,-1.1492130512562466e-01,1.5368263973585641e-01,-2.5631325689416984e-01,2.8756616254309642e-01,-2.4738739825476180e-01,-1.4556788908402174e-01,1.4373991639757658e-01,-2.5043475651432739e-01,-1.4447707489832023e-01,-2.3249563651012384e-01,1.7628570953363687e-01,3.2035444790895720e-02,1.3780071599021887e-01,1.0708450260415045e-01,1.4845201948964019e-02,-1.4629149123621824e-01,-6.9575041482218714e-02,2.3059338185033712e-01,2.2463589627935035e-01
-2.9422567582522605e+00,1.8800796618148812e+00,1.3495017230326264e-01,1.1921857949484199e-01,1.6888291140966516e+00,1.2732355125999431e+00,-6.5211903822212769e-01,1.3397882716570035e+00,-5.0441910737399176e-01,-8.5819647607418981e-01,2.3030531388333070e-01,-3.8779430218184963e-01,-1.6830910958153286e-01,7.2443392442286769e-01,-4.8834304880501306e-02,7.6501504140474325e-02,-6.2686980731571740e-01,-9.0800092075160543e-01,2.8237902548461618e+00,6.3251732499282387e-01,-4.0152065009086002e-01,-1.5814539864463628e+00,-1.7654684893271031e+00,1.2711207706236208e-01
-5.1588990731299955e-01,-9.6082984005983951e-01,-1.0798577094282356e+00,5.3397508466743049e-01,-1.2437810946545820e+00,-6.0833221034078588e-01,-2.2709071160058103e-01,2.8449839092451412e-01,-9.5136239935283598e-02,1.1457630437674424e+00,-7.2830001956073387e-01,-7.4384279966960298e-01,5.1341227280814694e-01,1.6254106187509051e-01,-7.9628718882735305e-01,1.1104484735619293e+00,3.3119658676605723e-01,-2.9919464878955732e-01,1.3335956967084881e+00,8.3312574766946568e-01,2.8649064200768692e-01,5.2665062722082756e-01,6.1479002011149073e-02,6.4275142346000058e-01
-2.9416326786608910e-01,-2.8161279911200798e-01,-1.6428170489452004e-01,-1.3025286722881388e-01,2.1143413373751838e-01,1.8768936789858276e-01,1.7266136597560833e-01,1.0182915091429256e-02,2.3897373881788395e-01,-2.5667715849872413e-01,2.5444537525616889e-01,2.9192296030990195e-01,7.6496222085421395e-02,-2.8315589671679947e-01,1.7260473446796265e-01,-1.1402642254856477e-01,-1.5338472881605655e-01,-2.8352044669461735e-01,-1.0854335670502591e-02,7.8365383769589098e-02,-2.8932417818155676e-01,1.0593062178888117e-01,-2.0911125851991727e-01,9.2035674220837908e-03
-6.3591131850112248e-01,3.5287829225267492e-01,1.5040484860304149e+00,1.5332309736566210e-01,8.9739736754271160e-01,4.8853611484496373e-01,-1.1486856956145921e+00,-4.2292327346481262e-01,9.8815384673214712e-01,-1.0568486633027783e+00,1.2063027136444808e+00,-7.0166960467735762e-01,1.1742231763925794e+00,2.5271539175228908e-01,4.6058821710760606e-01,-1.1618667622763605e+00,8.3441082082080653e-01,6.4773253237771097e-02,1.1801481100463309e+00,-1.0953983356754513e+00,-4.6009605199947662e-01,-7.6835262504070156e-01,5.2388649025119916e-01,-1.5927034916920191e+00
1.7502020904457230e-01,-2.9329621730593264e-01,-1.0491618913705127e-01,-8.4494204561293751e-02,1.6122451919687547e-01,9.2133277225378979e-02,-2.1323005938552392e-01,-2.5627582872233173e-01,-2.3267757256881560e-01,1.0368883832192077e-01,1.1220497108547116e-01,-3.9882388451624846e-02,8.4547805233815485e-02,-2.7264508103592361e-01,-7.7257540840161551e-02,4.1023281182291947e-02,-1.8029048762137256e-01,-7.3935015702493556e-02,-1.1232728877733728e-01,7.7413752463572932e-02,-5.3585384302937800e-02,-2.7459632296497638e-01,9.3636094384624238e-02,1.2466791066974026e-01
-9.2533348051993713e-01,4.0386498660830222e-01,-6.2354262123779515e-02,-6.5832248061587162e-01,-4.0958087075926997e-01,-5.8950913123616111e-02,3.4983586078642931e-01,-8.9988317978344553e-03,-2.4186914706675161e-01,7.5549279934564631e-02,-3.0936091932109938e-01,-6.7359231340056491e-01,-4.8835992735328397e-02,1.1404328588064085e-01,-2.5921107179239161e-01,-3.7898506598577503e-01,9.4820350384929708e-01,2.3030885968441120e-01,1.8914681552865906e-01,3.5889580328655257e-01,-2.8872702487002583e-01,-4.7488096469148788e-01,2.5936797617854701e-01,7.2691236497969547e-01
-6.5775796924403551e-02,2.7567204710590787e-01,-1.7788884415309672e-01,6.4809884138356158e-02,-4.1511441412153975e-04,-2.6779565124388111e-01,-1.8115845878724640e-01,-6.7462477534445064e-02,3.7463603792044491e-02,-2.4083252479659106e-01,-7.1908619888882946e-02,-1.9806865464371551e-01,-2.1440320805845658e-01,-2.6167437743295024e-01,2.3456254764284554e-01,1.2646537741927166e-01,1.5954425803999736e-01,2.2434539226142194e-01,-1.5762554448786062e-01,2.3750685386049653e-01,-1.4057230065822174e-01,-2.1681158896180042e-01,7.3498687715379624e-02,1.5154556656097387e-01
1.5142072524127806e-01,-4.5179171399395185e-01,-4.9127023785851115e-01,-6.5240317365723355e-01,9.3254069195101152e-02,5.5011789587484161e-01,3.8824249089435303e-01,1.0040074439207244e-01,-6.6005106237224009e-01,7.7492461784081235e-01,6.0269822797968919e-01,1.1771045849940021e+00,-2.1280059752462582e-01,1.7417737979408496e-01,-4.9693408040243864e-01,-4.1737622409298808e-01,-9.2487589412686055e-01,-5.1201452685831136e-02,7.4258544293096929e-01,-2.7561685368662736e-01,-3.7984797053132219e-01,3.2590618566093882e-01,-6.2715430470001921e-01,6.8570431121268760e-01
