0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.8180133,0.3158033,0.22756803,0.47778878,0.20459503,0.41791442,0.8095124,0.3376483,0.6228571,0.37256783,0.29911563,0.44887707,0.1832484,0.34672323,0.20333004,0.32290995,0.34949943,0.38416797,0.48661444,0.5274957,0.7262477,0.6253531,0.71671593,0.51348835,0.3436911,0.32768875,0.5596441,0.41855508,0.49832693,0.18793756,0.33355445,0.49609476,0.49670488,0.33208144,0.3030536,0.37902975,0.34876463,0.12348845,0.2561575,0.40084523,0.41806832,0.37480626,0.26972097,0.5002556,0.32712054,0.20315492,0.34878623,0.38421112,0.3502987,0.66412205,0.55728906,0.3248478,0.35768688,0.4334634,0.52094656,0.524907,0.42928296,0.35776138,0.59952635,0.56119514,0.46029505,0.28882563,0.5006164,0.50916374,0.37623003,0.38910937,0.41839093,0.38057086,0.5360068,0.5033523,0.22613782,0.4204525,0.6431,0.464119,0.5375438,0.44961208,0.41717058,0.44821942,0.39941224,0.2139098,0.6648037,0.6401484,0.437639,0.45551556,0.51760465,0.5230487,0.40031207,0.35197443,0.5233812,0.5397649,0.34645852,0.6902542,0.6949713,0.39246917,0.30702072,0.33419576,0.52052546,0.43164015,0.56923497,0.6701683,0.39743423,0.24422246,0.4045229,0.407883,0.40633568,0.36596364,0.43129557,0.43411598,0.386204,0.6646285,0.4490683,0.34748054,0.56798,0.4938796,0.53861254,0.6258585,0.5046865,0.32196295,0.4654131,0.4810551,0.4943392,0.5547384,0.3966136,0.39034027,0.6597062,0.55524504,0.6483414,0.5375477
0.60645914,0.217251,0.30878785,0.447186,0.27698195,0.4065574,0.51218754,0.32049638,0.5450585,0.33993143,0.13812089,0.38280883,0.13950443,0.44774616,0.37586123,0.39614987,0.566554,0.39503095,0.533762,0.64207006,0.79495895,0.74597466,0.6731148,0.22017437,0.2883099,0.38478732,0.61037666,0.31654504,0.3253224,0.32913324,0.5844417,0.56196904,0.29161757,0.1223996,0.29173654,0.31355685,0.2536,0.24051945,0.3889181,0.52490324,0.3835549,0.35625875,0.15569238,0.5245545,0.42199707,0.25609165,0.42193538,0.68369174,0.34483773,0.2663549,0.4720739,0.6003516,0.28245488,0.30190787,0.52693164,0.23509021,0.44185024,0.67013454,0.50964457,0.4194339,0.7289191,0.68019426,0.41197613,0.37845507,0.33215037,0.40466285,0.5045479,0.55245364,0.37691647,0.37170178,0.33491927,0.3897864,0.6400097,0.55478185,0.34077293,0.4546793,0.55615926,0.3338053,0.4993846,0.3841399,0.5132507,0.7275475,0.3352775,0.44215912,0.4549961,0.16202447,0.44038862,0.56024706,0.4053219,0.42712104,0.45847175,0.5205051,0.4296669,0.45626205,0.7028649,0.5135931,0.28785372,0.39305052,0.64514154,0.5132484,0.395481,0.26491213,0.63677907,0.44857228,0.30587548,0.6519277,0.39732748,0.26006308,0.38464957,0.6204283,0.52014697,0.30407044,0.52728707,0.467699,0.6419623,0.69776493,0.39042097,0.26540178,0.42295188,0.5696484,0.5367515,0.513681,0.39898482,0.51940966,0.42041576,0.4132368,0.39468917,0.4768235
0.74081135,0.24995169,0.33501273,0.4760631,0.26145086,0.400675,0.63380355,0.25597203,0.5909344,0.3801818,0.18970278,0.35911766,0.11657676,0.3458939,0.21726483,0.37637115,0.46599978,0.36486086,0.4846891,0.526275,0.7252908,0.7260147,0.7950891,0.4029879,0.29187438,0.18937762,0.5829581,0.42454213,0.41508114,0.11945477,0.25195163,0.5241578,0.52733386,0.30215222,0.17033091,0.40010178,0.31501105,0.10268035,0.22075893,0.37749562,0.44670296,0.42774755,0.28361106,0.39019716,0.20907994,0.23429495,0.26620036,0.3420019,0.53595024,0.5951981,0.2878369,0.28995532,0.43441403,0.3569897,0.42252713,0.5434914,0.21206054,0.2979112,0.8100256,0.5145968,0.23830238,0.48041254,0.6913957,0.50143147,0.33688876,0.3178761,0.35184366,0.56112146,0.4613533,0.28610432,0.3294806,0.46082512,0.56147337,0.4361751,0.4566289,0.41954273,0.3005466,0.44178057,0.41329634,0.3610083,0.66477835,0.6123701,0.49934208,0.37751165,0.575178,0.5829886,0.56298023,0.3680822,0.5037836,0.5376016,0.4694878,0.5609294,0.5362244,0.33627692,0.34251392,0.58631486,0.41956574,0.541322,0.5075819,0.5094525,0.42990404,0.29344702,0.37475398,0.47002375,0.5370145,0.5916799,0.4340564,0.3091973,0.5260596,0.5238034,0.47635382,0.38070258,0.4889123,0.46402133,0.55008084,0.79915243,0.46748954,0.2827466,0.22723421,0.58302283,0.6183518,0.40689704,0.31401783,0.3833319,0.53269637,0.5074807,0.6788351,0.5085808
0.7784176,0.2910615,0.19869283,0.5369817,0.16556424,0.42543918,0.7688616,0.305664,0.6545633,0.3902268,0.24453157,0.43988335,0.13445672,0.33461112,0.195948,0.33751005,0.39929292,0.41619477,0.5462278,0.5844421,0.6905059,0.6016247,0.6402938,0.41944885,0.32066083,0.32102332,0.5701098,0.40582305,0.38856784,0.14032277,0.34003538,0.55400634,0.4987698,0.2593444,0.2430602,0.38679484,0.4388794,0.10018931,0.21783568,0.4857697,0.52476466,0.36603153,0.11240724,0.45411503,0.296003,0.09614766,0.3105074,0.42047107,0.4191637,0.5447348,0.5201533,0.42915532,0.4021798,0.3344739,0.50389403,0.49292892,0.34542927,0.42958665,0.75652903,0.5076585,0.31601506,0.45937243,0.5782424,0.40385315,0.35930344,0.24795814,0.41634595,0.59655416,0.46303943,0.20964387,0.34747088,0.45489058,0.55215216,0.4627529,0.45117712,0.319009,0.37544957,0.18782903,0.39583907,0.47974133,0.6807415,0.5897774,0.50168073,0.41101554,0.5756854,0.39530158,0.4507134,0.38323268,0.5497116,0.48518914,0.391079,0.51270765,0.46423528,0.47505364,0.51063377,0.48983577,0.5486851,0.35305193,0.63542235,0.7028688,0.24945074,0.17861417,0.7108888,0.5124417,0.41082075,0.47669774,0.47364676,0.33392993,0.52058303,0.63817465,0.31656003,0.48000896,0.6299365,0.5226061,0.55551845,0.74390924,0.481628,0.3470859,0.53311765,0.59592164,0.47693443,0.28753632,0.42361456,0.50972486,0.6296358,0.45451254,0.6863294,0.68343514
0.62671363,0.25564006,0.13037646,0.47959223,0.24625725,0.3636141,0.6022949,0.29858607,0.56624794,0.37618083,0.09373674,0.4094271,0.11212593,0.39237824,0.36849946,0.3726064,0.57819486,0.4257768,0.49456987,0.6068064,0.76734936,0.6902319,0.65650827,0.27260613,0.22903827,0.37640122,0.5510073,0.3390165,0.35839808,0.24344887,0.5807028,0.5866421,0.42795876,0.15899882,0.18607795,0.34915817,0.3505977,0.19955654,0.39775997,0.55114937,0.46387774,0.37850556,0.160064,0.40236232,0.44956675,0.18141048,0.32908484,0.6849284,0.5052685,0.24053112,0.29918745,0.6724467,0.31997553,0.25131118,0.55631644,0.27249432,0.2906747,0.75702405,0.6230893,0.27593455,0.8210495,0.8015144,0.4037882,0.37456307,0.37762794,0.4337408,0.57942003,0.40707514,0.2856027,0.41162863,0.38608205,0.30719665,0.5468186,0.5842534,0.3522873,0.48226833,0.59595597,0.29100507,0.31535313,0.39578906,0.48856878,0.6739422,0.47689715,0.39315885,0.5794202,0.22175573,0.5238067,0.6937954,0.3703984,0.5056849,0.47429037,0.3410451,0.2621241,0.4493102,0.7582146,0.34951207,0.25900128,0.39814162,0.42326415,0.47494182,0.3066938,0.1512172,0.6316231,0.58182526,0.29666623,0.47144482,0.6678077,0.21947758,0.3032715,0.6104127,0.57317907,0.34722626,0.66549444,0.49399108,0.46719024,0.8702813,0.47069973,0.29165554,0.28105396,0.59463006,0.5207773,0.2747851,0.43047804,0.6800672,0.49451563,0.1807962,0.5358753,0.4674183
0.7062577,0.32638353,0.30058634,0.5502032,0.24424005,0.4023956,0.756679,0.35657573,0.61619204,0.42199075,0.28105286,0.49368468,0.21696046,0.3491902,0.24542809,0.26459733,0.39955053,0.47379634,0.56278235,0.6223941,0.79977924,0.6184021,0.7299423,0.40692663,0.34863693,0.3344438,0.5459088,0.4021806,0.495271,0.19620577,0.32916036,0.40436816,0.43853584,0.27047092,0.23762973,0.42742205,0.40090674,0.12792653,0.23031929,0.4386173,0.5295839,0.406837,0.12647717,0.4609504,0.3487147,0.123710185,0.29377478,0.53229856,0.35126376,0.40536267,0.6002742,0.5608735,0.26326278,0.3192702,0.52554166,0.46439102,0.38345885,0.56567115,0.57964957,0.47913903,0.53741634,0.32400963,0.5459251,0.47805968,0.35957402,0.3576297,0.36985624,0.3666011,0.54560053,0.46967754,0.2933296,0.41797203,0.60397136,0.4898203,0.4812594,0.30973995,0.3495829,0.3502876,0.43094534,0.27659756,0.5342137,0.61744034,0.51371443,0.33263677,0.4510815,0.504391,0.49256468,0.27443445,0.35993552,0.7650527,0.3788738,0.46674508,0.6105139,0.30384964,0.51725125,0.5120347,0.544402,0.44287395,0.43670255,0.7037934,0.5071445,0.1538997,0.59213334,0.42653406,0.58706903,0.51828957,0.4184748,0.5425159,0.2732048,0.48670638,0.488926,0.46917763,0.5666651,0.42080206,0.6740484,0.59511244,0.29577765,0.4149526,0.35854644,0.48096025,0.6169669,0.53646624,0.3742268,0.2727288,0.57079554,0.48748785,0.4797278,0.6666818
0.6936998,0.26563668,0.226136,0.48557335,0.23003045,0.40409964,0.6527704,0.25144082,0.5517586,0.46997857,0.12410143,0.42470264,0.111386985,0.35132283,0.20239758,0.28116828,0.47301593,0.4458804,0.48669097,0.5895914,0.7698292,0.6906261,0.7863172,0.39185113,0.2825427,0.20422167,0.60627294,0.4064713,0.38317615,0.06792787,0.2623948,0.5100248,0.50049746,0.26293853,0.111991554,0.35754433,0.30405173,0.038925216,0.19138718,0.44545436,0.54920536,0.39274922,0.11830723,0.44633928,0.22094432,0.1584306,0.30799392,0.44771266,0.36808267,0.5296949,0.48275423,0.37461853,0.32465842,0.3456816,0.41343606,0.45662302,0.3773435,0.38445377,0.7297424,0.4926728,0.32710636,0.53615415,0.6320161,0.4556576,0.38570783,0.36218756,0.36903712,0.60997367,0.5147607,0.21963231,0.3269022,0.45561773,0.5840173,0.5941283,0.40816832,0.39399692,0.4432796,0.2898673,0.41405326,0.3332768,0.52749884,0.80966806,0.52936655,0.3121063,0.61788523,0.45220008,0.5640498,0.30449924,0.46435386,0.7895272,0.41457272,0.5022851,0.5750017,0.4927413,0.6946157,0.53493506,0.4487236,0.33494055,0.6138383,0.6154564,0.19077939,0.26362467,0.68564814,0.43911672,0.44566107,0.5000174,0.42167658,0.5615325,0.5053846,0.46707413,0.54775035,0.5903987,0.30982947,0.48854303,0.49562347,0.7266329,0.38037074,0.287112,0.42761728,0.5439858,0.6243726,0.3473607,0.47586194,0.46239474,0.57223463,0.51524734,0.63662744,0.6228657
0.635074,0.2729176,0.23395681,0.4856534,0.28707314,0.38653672,0.53956497,0.3116576,0.5325718,0.38280362,0.12637267,0.44357505,0.13244212,0.42625478,0.37081334,0.31856525,0.5736336,0.36615866,0.51364833,0.63407576,0.7628956,0.67467976,0.69579947,0.23924765,0.24562189,0.3133458,0.5434366,0.3296699,0.31322354,0.22621149,0.42121214,0.5298718,0.3527223,0.15552178,0.19345242,0.23994663,0.2541053,0.20246407,0.28853822,0.5080591,0.45094174,0.43463936,0.12066692,0.2640304,0.31182796,0.15349948,0.2530946,0.70297086,0.58342236,0.24655169,0.2144458,0.641155,0.38632762,0.22705376,0.4732709,0.23899075,0.20241645,0.59539264,0.6745466,0.24298373,0.46479475,0.76522326,0.46890384,0.3064173,0.272959,0.30259222,0.4768491,0.4755896,0.33820587,0.29783058,0.36645564,0.32441387,0.55097216,0.59642345,0.4020589,0.2420954,0.6126144,0.3193611,0.3372503,0.47778553,0.5989517,0.6332973,0.54675245,0.346505,0.5252747,0.35272315,0.35906094,0.5545329,0.39901337,0.39965883,0.5611926,0.4129905,0.28021282,0.4600039,0.69132936,0.5761,0.46480075,0.40727863,0.42267835,0.5135777,0.39677414,0.2903239,0.43087122,0.6730161,0.42001635,0.5341432,0.5986242,0.42197254,0.21492934,0.563854,0.4896377,0.38895756,0.46332607,0.44977525,0.35421073,0.6812015,0.4977332,0.14943048,0.29458755,0.4115544,0.4207612,0.30361685,0.52769566,0.33788458,0.38490227,0.25693765,0.5381552,0.4462393
0.7029832,0.33087334,0.32198274,0.5603087,0.20855644,0.5116055,0.738583,0.32834044,0.6732399,0.39352402,0.36545646,0.40163618,0.21772283,0.3111624,0.2572481,0.3822894,0.4306724,0.43725532,0.51699996,0.5778597,0.7054502,0.6645788,0.80285496,0.45337483,0.38185495,0.29582044,0.54642475,0.46039432,0.43681106,0.21210557,0.33434492,0.46123442,0.5430302,0.28507292,0.18608668,0.30294812,0.39514065,0.12427581,0.21223366,0.41920382,0.50642246,0.38656893,0.16985749,0.48927766,0.33397126,0.16941729,0.3236442,0.5053259,0.4465896,0.48729488,0.47445032,0.4645772,0.39192456,0.28354508,0.48543411,0.42684522,0.27916086,0.48062667,0.7663216,0.42011717,0.31920773,0.57389456,0.58196455,0.3983997,0.42135224,0.34072357,0.4186191,0.574985,0.3961994,0.25050783,0.41187787,0.49583462,0.5040806,0.41158873,0.4468323,0.44800928,0.5101804,0.21619526,0.5241694,0.48519439,0.51153874,0.5291014,0.46089032,0.37213138,0.4817615,0.35237727,0.314104,0.3290486,0.3696392,0.5020345,0.4388209,0.46830076,0.5681343,0.47620207,0.36383536,0.35430145,0.48654857,0.3613554,0.46579194,0.51837957,0.513556,0.1746268,0.38971713,0.43702474,0.44036627,0.4592005,0.29636785,0.37524626,0.56749856,0.43662792,0.4824224,0.47200292,0.4319091,0.6149892,0.4171895,0.6617307,0.6419237,0.093364865,0.13052538,0.5004675,0.7299232,0.27411297,0.17178413,0.39954633,0.5241437,0.41533977,0.6197306,0.5326769
0.46920145,0.43359524,0.43249378,0.40422368,0.09263697,0.50884306,0.6863645,0.27887625,0.67426306,0.36023104,0.34717727,0.3079438,0.13432544,0.47651994,0.3155686,0.5088109,0.50383765,0.45284313,0.62206733,0.63396883,0.8180381,0.7998308,0.78335017,0.19767538,0.26718074,0.29796872,0.471886,0.47924984,0.26488554,0.20874453,0.5668405,0.64438057,0.43939197,0.23115781,0.08842689,0.21341647,0.19998278,0.24377993,0.36443144,0.5487373,0.48776186,0.43901664,0.26147228,0.27687055,0.30573562,0.2506455,0.32103112,0.51862776,0.62869465,0.2572281,0.14977065,0.3720339,0.49634877,0.14227596,0.43867123,0.23600309,0.28937653,0.5399966,0.8257922,0.5215415,0.683662,0.8093444,0.6453484,0.5493237,0.35479566,0.4797414,0.5699265,0.50049645,0.6097054,0.3896482,0.15751073,0.46930966,0.6804043,0.57377386,0.54231876,0.24289595,0.49429226,0.30510122,0.23068963,0.34526375,0.75492734,0.53758943,0.48291427,0.3994745,0.45904297,0.39634612,0.32353026,0.43446076,0.60575956,0.5697066,0.47044554,0.59685016,0.32528165,0.47260833,0.77481484,0.64535004,0.23033503,0.13601923,0.5072848,0.5426294,0.28131628,0.14107984,0.46930543,0.57375133,0.48028147,0.33377397,0.60048884,0.30780673,0.18570375,0.514816,0.5858711,0.31603596,0.4857663,0.44327164,0.6214418,0.71857274,0.6036708,0.28226715,0.19480175,0.3030454,0.29828817,0.3796965,0.3846727,0.28405488,0.36624596,0.34542388,0.41066062,0.5661481
